term,type,url
"";"task";"http://35.163.30.225/id/trm_4f244f46ebf58"
"mirror reading task";"task";"http://35.163.30.225/id/trm_5176cf2c19e89"
"mirror tracing task";"task";"http://35.163.30.225/id/trm_4f244a67d5b17"
"mixed event-related probe";"task";"http://35.163.30.225/id/trm_4e8dd3dfd9fff"
"mixed gambles task";"task";"http://35.163.30.225/id/trm_4cacee4a1d875"
"modified Erickson Scale of Communication Attitudes";"task";"http://35.163.30.225/id/trm_4da891d43240c"
"monetary incentive delay task";"task";"http://35.163.30.225/id/trm_4f23fc8c42d28"
"Montreal Cognitive Assessment";"task";"http://35.163.30.225/id/trm_57964b8a66aed"
"Moral Dilemma Task";"task";"http://35.163.30.225/id/trm_57ebe6583f52d"
"Morris water maze";"task";"http://35.163.30.225/id/trm_4da890a9bd7a3"
"motion discrimination task";"task";"http://35.163.30.225/id/trm_553fc63a54ae6"
"Motion processing";"task";"http://35.163.30.225/id/trm_5536be03400e7"
"motor fMRI task paradigm";"task";"http://35.163.30.225/id/trm_550b53d7dd674"
"Motor Screening Task";"task";"http://35.163.30.225/id/trm_50f72e93ea9e3"
"Motor Selective Stop Signal Task";"task";"http://35.163.30.225/id/trm_56bbe45003cf7"
"motor sequencing task";"task";"http://35.163.30.225/id/tsk_4a57abb949bbf"
"Mouse tracking paradigms";"task";"http://35.163.30.225/id/trm_55217bd86ee12"
"Mullen Scales of Early Learning";"task";"http://35.163.30.225/id/trm_5262d6d7b2097"
"Muller-Lyer Illusion";"task";"http://35.163.30.225/id/trm_5535623c2536a"
"multi-attribute decision making task";"task";"http://35.163.30.225/id/trm_4f244fee7d195"
"multi-attribute reward-guided decision task";"task";"http://35.163.30.225/id/trm_553eb28436233"
"Multi-class n-back task";"task";"http://35.163.30.225/id/trm_558c324478d22"
"multi-object localizer task";"task";"http://35.163.30.225/id/trm_558c33e7714ba"
"multi-source interference task";"task";"http://35.163.30.225/id/trm_5696b61ff253e"
"Multidimensional Personality Questionnaire";"task";"http://35.163.30.225/id/trm_55a6aa62c54f8"
"Multiplication task";"task";"http://35.163.30.225/id/trm_5696c2c063222"
"multisource interference task";"task";"http://35.163.30.225/id/trm_4f2419c4a1646"
"multistability";"task";"http://35.163.30.225/id/trm_551b0cdcde976"
"music comprehension/production";"task";"http://35.163.30.225/id/trm_4c8990b07a037"
"n-back task";"task";"http://35.163.30.225/id/tsk_4a57abb949bcd"
"naming (covert)";"task";"http://35.163.30.225/id/trm_4c8990c87035d"
"naming (overt)";"task";"http://35.163.30.225/id/trm_4c8990e187dc7"
"Naming tasks";"task";"http://35.163.30.225/id/trm_552174863d51e"
"NART";"task";"http://35.163.30.225/id/trm_5798f5c57048d"
"NART-R";"task";"http://35.163.30.225/id/trm_5798f94752841"
"navigation task";"task";"http://35.163.30.225/id/trm_4f241173868a3"
"negative priming task";"task";"http://35.163.30.225/id/trm_4f244d64e45bc"
"NIH Toolbox 2-Minute Walk Endurance Test";"task";"http://35.163.30.225/id/trm_50eb69a57bc96"
"NIH Toolbox 4-Meter Walk Gait Speed Test ";"task";"http://35.163.30.225/id/trm_50eb585f62f24"
"NIH Toolbox 9-Hole Pegboard Dexterity Test";"task";"http://35.163.30.225/id/trm_50eb4d3d96ff8"
"NIH Toolbox Dimensional Change Card Sort Test";"task";"http://35.163.30.225/id/trm_50eb115b6c476"
"NIH Toolbox Dynamic Visual Acuity Test";"task";"http://35.163.30.225/id/trm_50f38098952cb"
"NIH Toolbox General Life Satisfaction Survey";"task";"http://35.163.30.225/id/trm_50f3c003327c4"
"NIH Toolbox Grip Strength Test";"task";"http://35.163.30.225/id/trm_50eb51c2cd9fe"
"NIH Toolbox Hearing Handicap Inventory";"task";"http://35.163.30.225/id/trm_50f37767e2958"
"NIH Toolbox Hearing Threshold Test";"task";"http://35.163.30.225/id/trm_50f374718a91c"
"NIH Toolbox List Sorting Working Memory Test";"task";"http://35.163.30.225/id/trm_50eb17385e9a6"
"NIH Toolbox Meaning and Purpose Survey";"task";"http://35.163.30.225/id/trm_50f5bfef58abb"
"NIH Toolbox Odor Identification Test";"task";"http://35.163.30.225/id/trm_50f383e76e03b"
"NIH Toolbox Oral Reading Recognition Test";"task";"http://35.163.30.225/id/trm_50eb3b2d1de11"
"NIH Toolbox Oral Symbol Digit Test";"task";"http://35.163.30.225/id/trm_50eb461d446e1"
"NIH Toolbox Pain Intensity Survey";"task";"http://35.163.30.225/id/trm_50f385a8269ce"
"NIH Toolbox Pain Interference Survey";"task";"http://35.163.30.225/id/trm_50f3862422509"
"NIH Toolbox Picture Sequence Memory Test";"task";"http://35.163.30.225/id/trm_4da88cb222308"
"NIH Toolbox Picture Vocabulary Test";"task";"http://35.163.30.225/id/trm_50eb0dc6668e1"
"NIH Toolbox Positive Affect Survey";"task";"http://35.163.30.225/id/trm_50f3bc06cae36"
"NIH Toolbox Standing Balance Test";"task";"http://35.163.30.225/id/trm_50eb54d78841b"
"NIH Toolbox Taste Intensity Test";"task";"http://35.163.30.225/id/trm_50f379c6c9ea9"
"NIH Toolbox Vision-Related Quality of Life Survey";"task";"http://35.163.30.225/id/trm_50f37f231aa4c"
"NIH Toolbox Visual Acuity Test";"task";"http://35.163.30.225/id/trm_50f37caf81432"
"NIH Toolbox Words-in Noise Test";"task";"http://35.163.30.225/id/trm_50eb0a01bfd05"
"nine-hole peg test";"task";"http://35.163.30.225/id/tsk_4a57abb949bdb"
"non-choice task";"task";"http://35.163.30.225/id/trm_4d55997cd3edb"
"non-painful electrical stimulation";"task";"http://35.163.30.225/id/trm_4c8990f59266f"
"non-painful thermal stimulation";"task";"http://35.163.30.225/id/trm_4c89910b7f8bc"
"non-spatial cuing paradigm";"task";"http://35.163.30.225/id/trm_55295382db2c5"
"nonword repetition task";"task";"http://35.163.30.225/id/trm_4da88b17b985b"
"Novelty detection task";"task";"http://35.163.30.225/id/trm_551eff0fdab74"
"NPU-threat test";"task";"http://35.163.30.225/id/trm_502420a682976"
"Numerical Working Memory Task";"task";"http://35.163.30.225/id/trm_553ec40d44c51"
"numerosity estimation task";"task";"http://35.163.30.225/id/trm_4f2457454e458"
"object alternation task";"task";"http://35.163.30.225/id/trm_4da88bb3c2462"
"object classification";"task";"http://35.163.30.225/id/trm_551b107c5c111"
"object decision task";"task";"http://35.163.30.225/id/trm_4fbd2c18e1dd9"
"object n-back";"task";"http://35.163.30.225/id/trm_4ebd477ab5a11"
"object naming task";"task";"http://35.163.30.225/id/trm_4f2448d02d4d9"
"object one-back task";"task";"http://35.163.30.225/id/trm_4ebd47b8bab6b"
"object perception task";"task";"http://35.163.30.225/id/trm_551b0ee81fb6b"
"Object Rating Task";"task";"http://35.163.30.225/id/trm_553fbba5d5327"
"object recognition task";"task";"http://35.163.30.225/id/trm_551b0f2b930ab"
"object working memory task";"task";"http://35.163.30.225/id/trm_4f2421c391b83"
"object-discrimination task";"task";"http://35.163.30.225/id/tsk_4a57abb949be9"
"oculomotor delayed response";"task";"http://35.163.30.225/id/trm_4c3e0add96550"
"odd-even task";"task";"http://35.163.30.225/id/trm_4f2452adb7d23"
"oddball task";"task";"http://35.163.30.225/id/tsk_4a57abb949bf6"
"olfactory monitoring/discrimination";"task";"http://35.163.30.225/id/trm_4c89912c79030"
"One Touch Stockings of Cambridge";"task";"http://35.163.30.225/id/trm_50f84bbdcfa4e"
"operant task";"task";"http://35.163.30.225/id/trm_50240f06af135"
"operation span task";"task";"http://35.163.30.225/id/trm_4c40d10cd776e"
"orientation match task";"task";"http://35.163.30.225/id/trm_4fbd2b4bb165c"
"orientation test";"task";"http://35.163.30.225/id/trm_5798d7ba0197d"
"orthographic discrimination";"task";"http://35.163.30.225/id/trm_4c89913f80802"
"orthographic task";"task";"http://35.163.30.225/id/trm_4f24250e0137e"
"overlapping figures task";"task";"http://35.163.30.225/id/trm_4fbd2b964d3ec"
"Overt word repetition";"task";"http://35.163.30.225/id/trm_534690b0e9dc5"
"Paced Auditory Serial Addition Test";"task";"http://35.163.30.225/id/trm_4da87fb28978e"
"pain monitor/discrimination task";"task";"http://35.163.30.225/id/trm_4c8991c5beb0a"
"paired associate learning";"task";"http://35.163.30.225/id/trm_4da88a2a63d97"
"paired associate recall";"task";"http://35.163.30.225/id/trm_4c8991e6e8597"
"pantomime task";"task";"http://35.163.30.225/id/tsk_4a57abb949c04"
"Parallel/serial search";"task";"http://35.163.30.225/id/trm_551b06cf9783b"
"parity judgment task";"task";"http://35.163.30.225/id/trm_4f24572cb42e4"
"Parrott Scale";"task";"http://35.163.30.225/id/tsk_4a57abb949ce9"
"Partial Report Procedure";"task";"http://35.163.30.225/id/trm_50b65ef129e23"
"passive avoidance task";"task";"http://35.163.30.225/id/trm_4f241fd47f16b"
"passive listening";"task";"http://35.163.30.225/id/trm_4c8991fadfe01"
"passive viewing";"task";"http://35.163.30.225/id/trm_4c899211a965c"
"pattern comparison task";"task";"http://35.163.30.225/id/trm_4da86cb034ff6"
"pavlovian conditioning task";"task";"http://35.163.30.225/id/trm_4c898acd1f28e"
"PDD Behavior Inventory";"task";"http://35.163.30.225/id/trm_5262d903ae91d"
"Peabody Picture Vocabulary Test";"task";"http://35.163.30.225/id/trm_5266bebe14d2e"
"PEBL Perceptual Vigilance Task (PPVT)";"task";"http://35.163.30.225/id/trm_50b55d8a6da00"
"Penn Conditional Exclusion Test";"task";"http://35.163.30.225/id/trm_50f9952c2311a"
"Penn continuous performance task";"task";"http://35.163.30.225/id/trm_4b4a537644d76"
"Penn Emotion Recognition Task";"task";"http://35.163.30.225/id/trm_56a2a6ce24586"
"Penn Face Memory Test";"task";"http://35.163.30.225/id/trm_50f99e56117fe"
"Penn Facial Memory Test Delayed Memory";"task";"http://35.163.30.225/id/trm_56a2a622cdfbd"
"Penn Fractal N-Back";"task";"http://35.163.30.225/id/trm_569fc84bd541d"
"Penn Matrix Reasoning Test";"task";"http://35.163.30.225/id/trm_56a2a5f8315c5"
"Penn Motor Praxis";"task";"http://35.163.30.225/id/trm_56a2abffcfae3"
"Penn Visual Object Learning Test";"task";"http://35.163.30.225/id/trm_56a2a6ad6edee"
"Penn Visual Object Learning Test Delayed Memory";"task";"http://35.163.30.225/id/trm_56a2a98785453"
"Penn Vocabulary Test";"task";"http://35.163.30.225/id/trm_5696e10fcd36a"
"Penn Word Memory Test";"task";"http://35.163.30.225/id/trm_50f998dcbfcc8"
"Penn’s Logical Reasoning Test";"task";"http://35.163.30.225/id/trm_56a2a7750ffd0"
"perceptual closure task";"task";"http://35.163.30.225/id/trm_551b05e03be48"
"perceptual discrimination task";"task";"http://35.163.30.225/id/trm_553ebfc390256"
"perceptual organization";"task";"http://35.163.30.225/id/trm_551b0e6b88363"
"phasic pain stimulation";"task";"http://35.163.30.225/id/trm_4e6114e7b1ff2"
"phoneme detection task";"task";"http://35.163.30.225/id/trm_4f24479b0db8f"
"phonemic fluency task";"task";"http://35.163.30.225/id/trm_4f241be43458e"
"phonetic discrimination task";"task";"http://35.163.30.225/id/trm_4f2414a1bab77"
"phonological discrimination";"task";"http://35.163.30.225/id/trm_4c89922cb6402"
"phonological task";"task";"http://35.163.30.225/id/trm_4f241b751c5a0"
"Piaget&#39;s Water Jar Task";"task";"http://35.163.30.225/id/trm_5206bf053acf4"
"picture naming task";"task";"http://35.163.30.225/id/tsk_4a57abb949cfb"
"picture-word Stroop test";"task";"http://35.163.30.225/id/trm_4dadbfd771a54"
"pitch/monitor discrimination";"task";"http://35.163.30.225/id/trm_4c89924414c69"
"Pittsburgh Sleep Quality Index";"task";"http://35.163.30.225/id/trm_5585c83d15fad"
"Plus-minus";"task";"http://35.163.30.225/id/trm_5696b316c220a"
"pointing";"task";"http://35.163.30.225/id/trm_4c89926767870"
"Porteus maze test";"task";"http://35.163.30.225/id/trm_4da87fdd7820e"
"position of gap match task";"task";"http://35.163.30.225/id/trm_4fbd2b6fd33c5"
"Positive and Negative Affect Scale";"task";"http://35.163.30.225/id/tsk_4a57abb949d09"
"Posner cueing task";"task";"http://35.163.30.225/id/tsk_4a57abb949d17"
"predictive-inference helicopter task";"task";"http://35.163.30.225/id/trm_553e6b8e33da4"
"Preschool Language Scale";"task";"http://35.163.30.225/id/trm_5266bc6473fd8"
"Probabilistic classification task";"task";"http://35.163.30.225/id/trm_4cacf22a22d80"
"Probabilistic gambling task";"task";"http://35.163.30.225/id/trm_4d54b61a14a14"
"probabilistic reversal learning task";"task";"http://35.163.30.225/id/trm_4da6318f7381b"
"Probabilistic Selection Task";"task";"http://35.163.30.225/id/trm_5667483dcc371"
"problem solving task";"task";"http://35.163.30.225/id/trm_4f241325579c6"
"prospective memory task";"task";"http://35.163.30.225/id/trm_4f244860c702c"
"prototype distortion task";"task";"http://35.163.30.225/id/trm_4f24550fc5f38"
"pseudoword naming task";"task";"http://35.163.30.225/id/tsk_4a57abb949d25"
"psychological refractory period (PRP) paradigm";"task";"http://35.163.30.225/id/trm_51c453f64d2a6"
"psychophysics task";"task";"http://35.163.30.225/id/trm_502985b4baaed"
"pursuit rotor task";"task";"http://35.163.30.225/id/trm_4da88b63787d6"
"pyramids and palm trees task";"task";"http://35.163.30.225/id/tsk_4a57abb949d32"
"random number generation task";"task";"http://35.163.30.225/id/trm_4f2417d4a63ae"
"rapid automatized naming test";"task";"http://35.163.30.225/id/trm_4b86c2e871b14"
"rapid serial object transformation";"task";"http://35.163.30.225/id/trm_4b86dbcd8ff78"
"rapid serial visual presentation task";"task";"http://35.163.30.225/id/tsk_4a57abb949879"
"Rapid Visual Information Processing";"task";"http://35.163.30.225/id/trm_50f8516279419"
"Raven&#39;s Advanced Progressive Matrices";"task";"http://35.163.30.225/id/trm_4f24211a03b07"
"Re-entrant processing";"task";"http://35.163.30.225/id/trm_551efd39a74dd"
"Reaction Time";"task";"http://35.163.30.225/id/trm_50f84e8ab7af8"
"reading (covert)";"task";"http://35.163.30.225/id/trm_4c8a82ba8a538"
"reading (overt)";"task";"http://35.163.30.225/id/trm_4c8a82eeaa58f"
"reading span task";"task";"http://35.163.30.225/id/trm_4c40d168898db"
"reappraisal task";"task";"http://35.163.30.225/id/trm_4f2420b042165"
"recall test";"task";"http://35.163.30.225/id/trm_4f2411c91ae5e"
"recency judgment task";"task";"http://35.163.30.225/id/trm_4f241fb95918f"
"recitation/repetition (covert)";"task";"http://35.163.30.225/id/trm_4c8a830dec136"
"recitation/repetition (overt)";"task";"http://35.163.30.225/id/trm_4c8a8329cb8ff"
"recognition memory test";"task";"http://35.163.30.225/id/tsk_4a57abb949d40"
"Regularity and Change Detection";"task";"http://35.163.30.225/id/trm_5519c329eb334"
"regulated heat stimulation";"task";"http://35.163.30.225/id/trm_565a31fa6f444"
"relational processing fMRI task paradigm";"task";"http://35.163.30.225/id/trm_550b5a47aa23e"
"relational reasoning task";"task";"http://35.163.30.225/id/trm_4f2454dfca337"
"remember/know task";"task";"http://35.163.30.225/id/trm_4da63146f12d7"
"response mapping task";"task";"http://35.163.30.225/id/trm_4da88b3b0cbcc"
"rest eyes closed";"task";"http://35.163.30.225/id/trm_54e69c642d89b"
"rest eyes open";"task";"http://35.163.30.225/id/trm_4c8a834779883"
"retinotopic mapping task";"task";"http://35.163.30.225/id/trm_558c4d3105abf"
"retinotopic representation";"task";"http://35.163.30.225/id/trm_551b0fd03d7d8"
"retrieval-induced forgetting task";"task";"http://35.163.30.225/id/trm_4da87f81bc2c8"
"reversal learning task";"task";"http://35.163.30.225/id/tsk_4a57abb949d4e"
"reversal weather prediction";"task";"http://35.163.30.225/id/trm_5181fb7bf350b"
"Rey Auditory Verbal Learning Task";"task";"http://35.163.30.225/id/trm_4da88ae0f2952"
"Rey-Ostereith Complex Figure Test";"task";"http://35.163.30.225/id/trm_4da880396c76b"
"Reynell Developmental Language Scales";"task";"http://35.163.30.225/id/trm_4da8914987ee2"
"rhyme verification task";"task";"http://35.163.30.225/id/trm_4d949c5b0e380"
"risky gains task";"task";"http://35.163.30.225/id/tsk_4a57abb949d5b"
"Rivermead Behavioural Memory Test";"task";"http://35.163.30.225/id/trm_4da8885b33375"
"route learning";"task";"http://35.163.30.225/id/trm_58ab8a6131c5a"
"roving somatosensory oddball task";"task";"http://35.163.30.225/id/trm_566db10532583"
"rubber hand illusion";"task";"http://35.163.30.225/id/trm_4e5bb14d814a8"
"Running Memory";"task";"http://35.163.30.225/id/trm_551f0b18d7ca0"
"Salthouse and Babcock Listening Span task ";"task";"http://35.163.30.225/id/tsk_4a57abb949d69"
"same-different task";"task";"http://35.163.30.225/id/trm_4b75ea4ddd896"
"Scale for the Assessment of Negative Symptoms";"task";"http://35.163.30.225/id/trm_55a6a36d9c3f9"
"Scale for the Assessment of Positive Symptoms";"task";"http://35.163.30.225/id/trm_55a6cffbcb5f7"
"scene recognition task";"task";"http://35.163.30.225/id/trm_4da6327154fd4"
"Selection-Optimization-Compensation (SOC) questionnaire ";"task";"http://35.163.30.225/id/trm_56ac06bac9334"
"selective attention task";"task";"http://35.163.30.225/id/tsk_4a57abb949d76"
"self monitoring task";"task";"http://35.163.30.225/id/trm_551b153bc78fc"
"self ordered pointing task";"task";"http://35.163.30.225/id/trm_4c40d325977f0"
"self regulation questionnaire";"task";"http://35.163.30.225/id/trm_56a91ed5f1ccc"
"semantic anomaly judgement task";"task";"http://35.163.30.225/id/tsk_4a57abb949d84"
"semantic association task";"task";"http://35.163.30.225/id/tsk_4a57abb949d92"
"semantic classification task";"task";"http://35.163.30.225/id/trm_4f2412d4c3b88"
"semantic decision task";"task";"http://35.163.30.225/id/trm_4f240cb09f8e5"
"semantic fluency task";"task";"http://35.163.30.225/id/trm_4f241bd52b509"
"semantic memory task";"task";"http://35.163.30.225/id/trm_4f241c0737cc0"
"semantic relatedness task";"task";"http://35.163.30.225/id/trm_4f240d7664628"
"semantic task";"task";"http://35.163.30.225/id/trm_4f241b50caaf7"
"Sensory Profile";"task";"http://35.163.30.225/id/trm_526943e3cbaaf"
"sentence completion test";"task";"http://35.163.30.225/id/tsk_4a57abb949d9f"
"sentence-picture matching task";"task";"http://35.163.30.225/id/trm_4f241e8a01052"
"Sentence/discourse content test";"task";"http://35.163.30.225/id/trm_5521807e50549"
"Sentence/nonword language localizer";"task";"http://35.163.30.225/id/trm_558c35979a284"
"Sequence encoding";"task";"http://35.163.30.225/id/trm_551f0cc82ed49"
"sequence recall/learning";"task";"http://35.163.30.225/id/trm_4c8a83cac75f5"
"Sequence reproduction";"task";"http://35.163.30.225/id/trm_551f103b3edeb"
"sequential shape matching";"task";"http://35.163.30.225/id/trm_4e8a0dd29ec7b"
"serial reaction time task";"task";"http://35.163.30.225/id/trm_4f241c735e7f6"
"set-shifting task";"task";"http://35.163.30.225/id/tsk_4a57abb949dad"
"shadowing task";"task";"http://35.163.30.225/id/trm_4f2456932f11b"
"Shift Task";"task";"http://35.163.30.225/id/trm_5696c3fa0061a"
"Short Penn Continuous Performance Test-Number and Letter Version";"task";"http://35.163.30.225/id/trm_56a2b7c08a279"
"short-term memory task";"task";"http://35.163.30.225/id/trm_4f24239cc239e"
"Simon task";"task";"http://35.163.30.225/id/tsk_4a57abb949dbb"
"simple reaction time task";"task";"http://35.163.30.225/id/tsk_4a57abb949dc8"
"Simple span task";"task";"http://35.163.30.225/id/trm_551f0b9654d23"
"Single item food choice task";"task";"http://35.163.30.225/id/trm_55c686e0824e8"
"single-task weather prediction ";"task";"http://35.163.30.225/id/trm_4ebc728326a13"
"size match task";"task";"http://35.163.30.225/id/trm_4fbd2af083332"
"social bargaining fMRI task";"task";"http://35.163.30.225/id/trm_553e88a66b676"
"social cognition (theory of mind) fMRI task paradigm";"task";"http://35.163.30.225/id/trm_550b557e5f90e"
"Social Communication Questionnaire";"task";"http://35.163.30.225/id/trm_521687032f822"
"Social Competence Questionnaire";"task";"http://35.163.30.225/id/trm_525c4a78089ad"
"social influence for food preferences task";"task";"http://35.163.30.225/id/trm_553fbbf79ebc5"
"social judgment of faces task";"task";"http://35.163.30.225/id/trm_553eb45e2b709"
"social judgment task";"task";"http://35.163.30.225/id/trm_4f2453ce33f16"
"Social localizer fMRI task paradigm";"task";"http://35.163.30.225/id/trm_5873d014bcfc8"
"Social Norm Processing Task";"task";"http://35.163.30.225/id/trm_58c80c3376c95"
"Social Responsiveness Scale";"task";"http://35.163.30.225/id/trm_5208fe678c652"
"source memory test";"task";"http://35.163.30.225/id/tsk_4a57abb949dd6"
"Space Fortress";"task";"http://35.163.30.225/id/trm_50df1c0d946b8"
"Space Fortress with Oddball";"task";"http://35.163.30.225/id/trm_50df1dd534ff2"
"span/supra-span test";"task";"http://35.163.30.225/id/tsk_4a57abb949de3"
"Spatial cuing paradigm";"task";"http://35.163.30.225/id/trm_551f0634b2607"
"spatial delayed response task";"task";"http://35.163.30.225/id/trm_4dadbe225bdf1"
"spatial localizer fMRI task paradigm";"task";"http://35.163.30.225/id/trm_5873ce8e77d1d"
"spatial location/discrimination";"task";"http://35.163.30.225/id/trm_4c8a83f27ac55"
"spatial n-back task";"task";"http://35.163.30.225/id/tsk_4a57abb949df1"
"Spatial Recognition Memory";"task";"http://35.163.30.225/id/trm_50f733d7305a1"
"spatial span test";"task";"http://35.163.30.225/id/trm_4da86b539924c"
"spatial working memory localizer task";"task";"http://35.163.30.225/id/trm_558c36935a0e9"
"spatial working memory task";"task";"http://35.163.30.225/id/trm_4f2453b806fe1"
"Speech Detection";"task";"http://35.163.30.225/id/trm_5519c3eaa3fb7"
"spelling task";"task";"http://35.163.30.225/id/trm_4f24135453d65"
"Spielberger's State-Trait Anxiety Questionnaire";"task";"http://35.163.30.225/id/tsk_4a57abb949dfe"
"standard localizer fMRI task paradigm";"task";"http://35.163.30.225/id/trm_5873cd1c9d4c4"
"Stanford Leisure-Time Activity Categorical Item";"task";"http://35.163.30.225/id/trm_56bbe12994926"
"Stanford-Binet Intelligence Scales";"task";"http://35.163.30.225/id/trm_526af65b16c82"
"Sternberg delayed recognition task";"task";"http://35.163.30.225/id/tsk_4a57abb949e0c"
"Sternberg Directed Forgetting";"task";"http://35.163.30.225/id/trm_56674c7c2fa4f"
"Sternberg Item Recognition Task";"task";"http://35.163.30.225/id/trm_551f0a8b5ba2c"
"Sternberg Recent Probes";"task";"http://35.163.30.225/id/trm_56674987c8f0c"
"stimulus selective stop signal task";"task";"http://35.163.30.225/id/trm_56a9123fe580f"
"Stockings of Cambridge Task";"task";"http://35.163.30.225/id/trm_4da890cf99b9e"
"stop signal task";"task";"http://35.163.30.225/id/tsk_4a57abb949e1a"
"Stop signal task with dot motion discrimination";"task";"http://35.163.30.225/id/trm_558c3350c6a9f"
"stop signal task with letter naming";"task";"http://35.163.30.225/id/trm_5181f83b77fa4"
"stop signal task with pseudo word naming";"task";"http://35.163.30.225/id/trm_5181f863d24f4"
"stop signal walking task with stroop";"task";"http://35.163.30.225/id/trm_553fcbbe974ba"
"stop-change task";"task";"http://35.163.30.225/id/trm_4f2447dfa5947"
"Stroop task";"task";"http://35.163.30.225/id/tsk_4a57abb949e27"
"Structured Clinical Interview for Diagnostic and Statistical Manual of Mental Disorders (DSM-IV)";"task";"http://35.163.30.225/id/tsk_4a57abb949e35"
"subjective emotional picture discrimination";"task";"http://35.163.30.225/id/trm_4c8a840d6f969"
"Surface properties of object paradigms";"task";"http://35.163.30.225/id/trm_552184243d7ab"
"sustained attention to response task";"task";"http://35.163.30.225/id/trm_4da86cfe8cf1b"
"Symbol Counter Task";"task";"http://35.163.30.225/id/trm_50b66c50ca2ac"
"symbol-digit substitution";"task";"http://35.163.30.225/id/tsk_4a57abb949e44"
"Symptom Checklist-90-Revised ";"task";"http://35.163.30.225/id/tsk_4a57abb949e5b"
"synatcting and semantic fMRI task paradigm";"task";"http://35.163.30.225/id/trm_5873e2469dd0d"
"synchrony judgment task";"task";"http://35.163.30.225/id/trm_4e31d031bc8c2"
"syntactic acceptability judgement task";"task";"http://35.163.30.225/id/tsk_4a57abb949e7c"
"syntactic discrimination";"task";"http://35.163.30.225/id/trm_4c8a842512a33"
"syntactic task";"task";"http://35.163.30.225/id/trm_4f244a453522b"
"tactile monitor/discrimination";"task";"http://35.163.30.225/id/trm_4c8a843d8d352"
"Tapping task";"task";"http://35.163.30.225/id/trm_534692ef3b5df"
"target detection task";"task";"http://35.163.30.225/id/trm_4f242499b8952"
"task switching (3x2)";"task";"http://35.163.30.225/id/trm_566745bbf272a"
"task-switching ";"task";"http://35.163.30.225/id/tsk_4a57abb949e8a"
"Temperament and Character Inventory";"task";"http://35.163.30.225/id/trm_55a6cb4f951ea"
"temporal discounting task";"task";"http://35.163.30.225/id/tsk_4a57abb949e98"
"temporal order judgment task";"task";"http://35.163.30.225/id/trm_4e31d69b7f422"
"ten item personality questionnaire";"task";"http://35.163.30.225/id/trm_56a919a478935"
"Test of Adolescent and Adult Language";"task";"http://35.163.30.225/id/trm_52713c85c0bd2"
"Test of Early Language Development";"task";"http://35.163.30.225/id/trm_527138126fb20"
"Test of Language Development";"task";"http://35.163.30.225/id/trm_527143a263937"
"test of variables of attention";"task";"http://35.163.30.225/id/trm_4da86cdbd9eeb"
"Test of Word Reading Efficiency";"task";"http://35.163.30.225/id/tsk_4a57abb949ea5"
"theories of willpower scale";"task";"http://35.163.30.225/id/trm_56a91a3082c31"
"theory of mind task";"task";"http://35.163.30.225/id/trm_4c8a8467304e2"
"thermal grill illusion";"task";"http://35.163.30.225/id/trm_4e5fcd75efb58"
"think/no-think task";"task";"http://35.163.30.225/id/trm_54f93101b2fd8"
"Time Wall";"task";"http://35.163.30.225/id/trm_50c0f3e6c596e"
"Time-series of response time";"task";"http://35.163.30.225/id/trm_55218536d1710"
"Tobacco Craving Questionnaire";"task";"http://35.163.30.225/id/tsk_4a57abb949eb3"
"tone counting";"task";"http://35.163.30.225/id/trm_4ebc6a6b75ebf"
"Tone Detection (JND)";"task";"http://35.163.30.225/id/trm_5519c5f2ad56f"
"Tone Matching";"task";"http://35.163.30.225/id/trm_5519c2645167e"
"tone monitor/discrimination";"task";"http://35.163.30.225/id/trm_4c8a84825c4e4"
"tonic pain stimulation";"task";"http://35.163.30.225/id/trm_4e6112759926e"
"Tower of Hanoi";"task";"http://35.163.30.225/id/trm_4da87e7282f92"
"Tower of London";"task";"http://35.163.30.225/id/trm_4da87e439c411"
"Tower of London Imagine";"task";"http://35.163.30.225/id/trm_5696bcf1b5c64"
"trace conditioning";"task";"http://35.163.30.225/id/trm_4a3fd79d0b3d7"
"Trail Making Test A and B";"task";"http://35.163.30.225/id/tsk_4a57abb949ec0"
"Transitive inference task";"task";"http://35.163.30.225/id/trm_551f1491a2fe8"
"treatment self-regulation questionnaire";"task";"http://35.163.30.225/id/trm_56aa9833c4be2"
"Two item food choice task";"task";"http://35.163.30.225/id/trm_55c691909c580"
"Ultimatum Game (UG)";"task";"http://35.163.30.225/id/trm_553e8882e3cb6"
"underlining test";"task";"http://35.163.30.225/id/trm_4b86c473a7166"
"Unified Parkinson's Disease Rating Scale";"task";"http://35.163.30.225/id/tsk_4a57abb949ece"
"updating task";"task";"http://35.163.30.225/id/trm_4f242172aea5d"
"UPPS-P Impulsivity Scale";"task";"http://35.163.30.225/id/trm_56a91a92043bc"
"Uznadze haptic illusion task";"task";"http://35.163.30.225/id/trm_4da88ec6735ad"
"Vandenberg & Kuse Tasks";"task";"http://35.163.30.225/id/trm_4af89b3a925ca"
"verb generation task";"task";"http://35.163.30.225/id/trm_4f24183fe80c6"
"Verbal description of visual depiction";"task";"http://35.163.30.225/id/trm_552174d3b61fb"
"verbal fluency task";"task";"http://35.163.30.225/id/trm_4f240f1c740da"
"verbal working memory task";"task";"http://35.163.30.225/id/trm_4f2457a8b0bc8"
"Vernier discrimination task";"task";"http://35.163.30.225/id/trm_5519c7f17de9f"
